Employee_ID,Hospital,Department,Job_Level,Job_Role,Location,Gender,Age,Education,Employment_Type,Work_Mode,Shift,Years_at_Hospital,Years_in_Current_Role,Total_Work_Experience,Monthly_Salary_INR,Annual_Salary_INR,Annual_Bonus_INR,Job_Satisfaction,Work_Life_Balance,Performance_Rating,Overtime_Hours_Month,Overtime,Night_Shifts_Month,Training_Hours_Year,Patients_Handled_Month,Projects_Count,Promotions_Last_5_Years,Manager_Rating,Distance_From_Home_KM,Salary_Growth_Potential,Attrition_Probability,Attrition
HOSP10757,CityCare Hospital,Pediatrics,L3,Receptionist,Kochi,Female,38,MD/MS,Full-Time,On-Site,Day,14,6,24,28002,336024,226144,2,1,1,62,Yes,5,44,384,6,1,3,40.4,Medium,0.9755,Yes
HOSP10758,CityCare Hospital,IT,L4,Billing Executive,Udupi,Male,23,MBBS,Contract,On-Site,Night,7,6,29,29390,352680,89788,2,1,2,12,No,14,64,241,10,3,2,20.7,Medium,0.8312,Yes
HOSP10759,Fortis Hospital,Nursing,L2,Resident Doctor,Mangaluru,Female,27,Bachelor's,Part-Time,On-Site,Rotational,20,1,21,24641,295692,24003,2,5,3,26,Yes,1,2,123,1,3,2,18.6,Low,0.707,Yes
HOSP10760,Fortis Hospital,Nursing,L1,Resident Doctor,Mangaluru,Female,38,MD/MS,Part-Time,On-Site,Rotational,9,4,19,129119,1549428,105722,2,4,3,17,No,9,21,130,5,1,2,2.3,Low,0.6911,Yes
HOSP10761,Fortis Hospital,Emergency,L4,Senior Nurse,Kochi,Female,58,MBBS,Full-Time,On-Site,Rotational,2,6,21,33624,403488,35139,2,5,2,17,No,14,71,88,0,2,4,16.7,High,0.727,Yes
HOSP10762,District General Hospital,Physiotherapy,L3,Physiotherapist,Udupi,Male,57,MBBS,Part-Time,On-Site,Day,20,6,14,27966,335592,236444,1,5,2,76,Yes,4,55,377,6,3,1,38.3,Low,0.9835,Yes
HOSP10763,Manipal Hospital,Emergency,L2,Ward Assistant,Chennai,Female,53,MD/MS,Contract,On-Site,Rotational,2,5,19,89301,1071612,52452,3,1,2,61,Yes,5,17,277,6,0,5,34.4,High,0.9637,Yes
HOSP10764,Fortis Hospital,Administration,L3,Staff Nurse,Mangaluru,Male,51,Bachelor's,Full-Time,On-Site,Night,4,9,22,133123,1597476,22205,4,5,1,13,No,8,24,187,3,3,3,10.3,Medium,0.4714,No
HOSP10765,AIIMS Mangaluru,Pharmacy,L4,Physiotherapist,Mangaluru,Female,31,MBBS,Contract,On-Site,Day,15,9,8,166295,1995540,227131,5,1,1,10,No,14,47,312,3,0,2,18.9,Medium,0.8133,Yes
HOSP10766,District General Hospital,Radiology,L3,Radiology Technician,Udupi,Male,24,MD/MS,Full-Time,On-Site,Rotational,16,7,2,96183,1154196,56955,4,4,1,16,No,9,115,393,9,1,1,9.2,Low,0.6111,Yes
HOSP10767,Apollo Hospital,Emergency,L3,Receptionist,Mysuru,Male,38,PhD,Full-Time,On-Site,Rotational,5,2,2,22959,275508,241235,5,3,5,50,Yes,0,83,68,4,0,3,43.0,High,0.8624,Yes
HOSP10768,AIIMS Mangaluru,IT,L2,Radiology Technician,Mangaluru,Female,24,PhD,Full-Time,On-Site,Rotational,19,0,1,176329,2115948,7464,5,1,3,13,No,12,30,269,1,1,4,27.1,Low,0.8136,Yes
HOSP10769,Mangalore Medical Centre,Outpatient,L3,Resident Doctor,Bengaluru,Female,54,Bachelor's,Full-Time,On-Site,Rotational,19,2,0,68802,825624,213718,4,2,1,56,Yes,9,29,350,8,3,5,34.1,Medium,0.9536,Yes
HOSP10770,Mangalore Medical Centre,Laboratory,L3,Staff Nurse,Udupi,Female,49,MD/MS,Full-Time,On-Site,Day,15,10,13,142125,1705500,242924,1,3,5,5,No,2,79,94,9,2,3,32.3,Low,0.4914,Yes
HOSP10771,AIIMS Mangaluru,General Medicine,L4,Consultant Doctor,Mangaluru,Female,44,PhD,Full-Time,On-Site,Day,1,1,16,141795,1701540,203729,2,4,3,56,Yes,11,65,220,3,3,5,39.4,High,0.963,Yes
HOSP10772,Fortis Hospital,Laboratory,L4,Medical Officer,Kochi,Female,42,MD/MS,Contract,Hybrid,Rotational,19,1,12,45215,542580,9840,1,3,1,3,No,8,80,53,10,3,3,42.7,High,0.7149,No
HOSP10773,Apollo Hospital,Pediatrics,L4,Lab Technician,Hubballi,Male,22,MBBS,Full-Time,On-Site,Day,14,1,18,73046,876552,233688,2,1,2,10,No,14,9,333,8,3,4,1.9,Medium,0.6517,No
HOSP10774,Apollo Hospital,Emergency,L1,Staff Nurse,Bengaluru,Female,26,Bachelor's,Full-Time,On-Site,Night,17,4,29,112593,1351116,40768,3,4,4,73,Yes,13,70,130,2,3,1,43.9,Medium,0.9839,Yes
HOSP10775,District General Hospital,Radiology,L3,Billing Executive,Hubballi,Female,45,PhD,Full-Time,On-Site,Rotational,0,0,22,97036,1164432,140533,5,2,1,10,No,0,58,371,8,2,5,39.2,High,0.5798,Yes
HOSP10776,Apollo Hospital,Pediatrics,L4,Lab Technician,Hubballi,Male,41,MBBS,Full-Time,On-Site,Rotational,18,9,14,127864,1534368,20927,4,1,4,78,Yes,0,105,335,0,3,5,17.5,High,0.9091,Yes
HOSP10777,Mangalore Medical Centre,Cardiology,L3,IT Support Engineer,Mangaluru,Female,36,Diploma,Contract,On-Site,Night,11,3,26,138333,1659996,221006,3,1,1,7,No,0,50,256,6,0,1,37.7,Medium,0.6758,Yes
HOSP10778,Manipal Hospital,Cardiology,L4,Physiotherapist,Bengaluru,Female,51,Diploma,Full-Time,On-Site,Rotational,7,9,24,34772,417264,98622,2,4,2,58,Yes,6,115,51,3,2,5,33.3,High,0.9362,Yes
HOSP10779,Fortis Hospital,Laboratory,L4,Physiotherapist,Bengaluru,Male,34,Bachelor's,Part-Time,On-Site,Rotational,5,4,13,69943,839316,15329,1,4,4,20,Yes,12,8,228,6,2,2,35.8,Medium,0.8702,Yes
HOSP10780,Apollo Hospital,Pharmacy,L2,Lab Technician,Mysuru,Female,59,PhD,Full-Time,Hybrid,Rotational,11,1,1,86868,1042416,15791,4,3,5,64,Yes,4,53,151,9,0,1,10.3,Low,0.9072,Yes
HOSP10781,District General Hospital,ICU,L3,Data Analyst,Hubballi,Female,48,PhD,Full-Time,On-Site,Day,6,4,6,67855,814260,52627,5,2,2,23,Yes,5,61,125,5,1,4,29.4,Low,0.7639,No
HOSP10782,Mangalore Medical Centre,Pharmacy,L1,Medical Officer,Bengaluru,Female,52,PhD,Full-Time,On-Site,Day,17,9,16,171290,2055480,128885,3,3,4,29,Yes,12,80,52,3,3,3,1.7,Medium,0.5853,Yes
HOSP10783,Manipal Hospital,IT,L2,Billing Executive,Mysuru,Male,48,MD/MS,Full-Time,On-Site,Night,13,3,17,119124,1429488,145444,5,3,4,56,Yes,14,8,62,3,2,3,38.2,Medium,0.9615,Yes
HOSP10784,CityCare Hospital,Nursing,L3,Staff Nurse,Udupi,Female,29,MBBS,Full-Time,Hybrid,Day,7,7,5,75205,902460,245311,2,1,2,79,Yes,13,8,387,7,3,1,42.8,Low,0.9958,Yes
HOSP10785,CityCare Hospital,Administration,L4,Consultant Doctor,Mysuru,Male,42,PhD,Full-Time,On-Site,Day,19,0,26,154031,1848372,223962,5,4,2,72,Yes,7,100,126,6,3,2,30.0,Low,0.9658,Yes
HOSP10786,Manipal Hospital,Pharmacy,L2,Resident Doctor,Kochi,Female,52,MBBS,Full-Time,On-Site,Day,13,4,20,43874,526488,179541,1,1,2,16,No,13,23,284,3,0,4,23.3,Medium,0.8501,Yes
HOSP10787,Mangalore Medical Centre,Physiotherapy,L1,Senior Nurse,Chennai,Male,25,Bachelor's,Part-Time,Hybrid,Night,4,10,7,149007,1788084,109554,3,2,3,58,Yes,12,38,245,10,0,3,32.8,Low,0.9758,Yes
HOSP10788,District General Hospital,Administration,L3,Billing Executive,Mangaluru,Female,43,PhD,Full-Time,On-Site,Rotational,8,9,27,19301,231612,130436,3,3,5,30,Yes,15,74,198,5,0,3,15.0,Low,0.8153,Yes
HOSP10789,Manipal Hospital,Administration,L1,Physiotherapist,Udupi,Male,25,Bachelor's,Full-Time,On-Site,Day,7,0,26,76017,912204,87073,1,2,1,63,Yes,1,7,241,5,3,2,28.4,High,0.9521,Yes
HOSP10790,Fortis Hospital,Radiology,L1,Radiology Technician,Chennai,Male,52,PhD,Full-Time,On-Site,Rotational,1,9,1,61319,735828,249894,5,4,4,47,Yes,12,24,389,0,2,5,32.5,Medium,0.9193,Yes
HOSP10791,Fortis Hospital,Emergency,L1,Medical Officer,Chennai,Male,30,Diploma,Full-Time,On-Site,Rotational,15,9,0,40455,485460,34370,1,4,1,22,Yes,1,109,144,1,2,1,6.8,Low,0.522,No
HOSP10792,CityCare Hospital,Radiology,L1,Senior Nurse,Udupi,Male,59,Master's,Contract,On-Site,Day,12,3,15,153184,1838208,51408,4,5,2,69,Yes,2,65,295,3,1,2,6.7,Medium,0.8947,Yes
HOSP10793,Apollo Hospital,Administration,L1,Receptionist,Kochi,Male,35,Bachelor's,Full-Time,On-Site,Rotational,6,7,6,75033,900396,90941,1,2,5,29,Yes,12,9,186,5,3,2,32.4,High,0.9219,Yes
HOSP10794,District General Hospital,Pediatrics,L2,Receptionist,Mysuru,Male,27,PhD,Full-Time,On-Site,Rotational,15,0,21,124924,1499088,238423,5,1,5,54,Yes,2,116,170,5,1,2,19.7,Medium,0.8676,Yes
HOSP10795,CityCare Hospital,Cardiology,L2,Consultant Doctor,Mangaluru,Female,49,Master's,Contract,On-Site,Night,6,10,23,50735,608820,154775,1,2,3,6,No,12,23,60,0,1,2,40.1,Low,0.9156,No
HOSP10796,Apollo Hospital,Administration,L4,Receptionist,Mysuru,Female,23,Bachelor's,Full-Time,On-Site,Rotational,13,1,10,90781,1089372,146306,2,3,2,74,Yes,2,111,319,7,1,5,14.4,High,0.9285,Yes
HOSP10797,Apollo Hospital,Radiology,L3,Billing Executive,Bengaluru,Male,39,MD/MS,Full-Time,On-Site,Day,13,0,30,144031,1728372,138604,1,4,4,11,No,3,79,400,1,1,4,2.4,Medium,0.3272,No
HOSP10798,Fortis Hospital,Outpatient,L3,Pharmacist,Mysuru,Male,30,PhD,Full-Time,On-Site,Rotational,11,10,14,146305,1755660,236742,1,4,3,59,Yes,2,82,54,4,1,2,29.4,Medium,0.933,Yes
HOSP10799,Mangalore Medical Centre,Pediatrics,L1,Hospital Administrator,Udupi,Male,48,MD/MS,Full-Time,On-Site,Day,0,6,12,126049,1512588,35416,5,2,2,51,Yes,1,58,333,3,3,2,30.9,Medium,0.899,Yes
HOSP10800,AIIMS Mangaluru,Radiology,L2,Resident Doctor,Mangaluru,Male,49,Diploma,Part-Time,On-Site,Rotational,0,1,29,170783,2049396,72439,4,2,3,26,Yes,8,30,323,4,0,1,25.1,Medium,0.8414,No
HOSP10801,Mangalore Medical Centre,Pharmacy,L3,Physiotherapist,Mysuru,Female,35,PhD,Part-Time,On-Site,Night,11,0,23,23630,283560,18242,4,2,1,11,No,5,10,250,4,1,3,30.9,Medium,0.6696,Yes
HOSP10802,AIIMS Mangaluru,General Medicine,L1,Resident Doctor,Mangaluru,Male,55,Diploma,Contract,On-Site,Rotational,19,5,1,83488,1001856,181326,5,3,2,12,No,2,5,234,9,2,5,23.8,High,0.4933,No
HOSP10803,Manipal Hospital,Laboratory,L2,Receptionist,Mangaluru,Female,26,Master's,Full-Time,On-Site,Day,20,5,13,152278,1827336,79324,5,3,4,71,Yes,8,69,333,7,3,2,31.3,Medium,0.9581,Yes
HOSP10804,Fortis Hospital,ICU,L3,Data Analyst,Bengaluru,Female,32,Bachelor's,Full-Time,On-Site,Rotational,14,9,23,74289,891468,35249,5,1,4,79,Yes,14,31,120,9,1,4,2.5,High,0.9696,Yes
HOSP10805,Apollo Hospital,Nursing,L3,IT Support Engineer,Bengaluru,Male,58,MBBS,Part-Time,Hybrid,Rotational,3,1,5,36953,443436,100124,2,2,2,61,Yes,3,38,76,6,2,4,16.9,Medium,0.921,Yes
HOSP10806,District General Hospital,Radiology,L1,IT Support Engineer,Udupi,Male,33,Diploma,Full-Time,On-Site,Night,6,0,8,118932,1427184,95049,3,1,3,28,Yes,3,47,234,8,1,4,9.9,Medium,0.6356,No
HOSP10807,AIIMS Mangaluru,Physiotherapy,L2,Senior Nurse,Kochi,Female,49,MBBS,Full-Time,On-Site,Rotational,15,9,27,159140,1909680,239647,1,5,5,34,Yes,7,12,175,10,0,1,4.9,Medium,0.7652,Yes
HOSP10808,Mangalore Medical Centre,ICU,L3,IT Support Engineer,Chennai,Female,39,MBBS,Full-Time,On-Site,Night,2,2,6,96930,1163160,85078,5,3,2,59,Yes,6,58,83,0,3,4,10.9,Low,0.8783,Yes
HOSP10809,Apollo Hospital,Outpatient,L1,IT Support Engineer,Mangaluru,Male,23,Bachelor's,Full-Time,On-Site,Rotational,6,9,17,19067,228804,32294,5,4,4,28,Yes,14,66,81,5,0,1,9.0,Low,0.7883,Yes
HOSP10810,AIIMS Mangaluru,Surgery,L3,Resident Doctor,Kochi,Male,28,Master's,Full-Time,On-Site,Night,5,4,23,68658,823896,190856,5,5,1,30,Yes,15,55,358,5,2,5,43.8,High,0.9208,Yes
HOSP10811,AIIMS Mangaluru,Radiology,L3,Hospital Administrator,Chennai,Male,28,Bachelor's,Contract,On-Site,Rotational,15,5,8,70165,841980,134756,4,4,4,76,Yes,6,119,388,1,1,4,13.3,Medium,0.9374,Yes
HOSP10812,AIIMS Mangaluru,General Medicine,L5,Pharmacist,Chennai,Female,40,PhD,Contract,Hybrid,Rotational,7,2,22,98781,1185372,154867,5,5,5,75,Yes,9,40,387,10,0,3,10.8,Low,0.9617,Yes
HOSP10813,District General Hospital,ICU,L2,Senior Nurse,Udupi,Female,24,Diploma,Full-Time,On-Site,Night,5,8,3,158931,1907172,191373,1,1,4,60,Yes,6,55,81,7,0,2,37.7,Medium,0.9756,Yes
HOSP10814,Fortis Hospital,Nursing,L4,Physiotherapist,Chennai,Male,41,MBBS,Full-Time,On-Site,Day,9,10,8,47164,565968,200259,5,1,5,1,No,9,34,113,5,1,5,19.2,Low,0.5664,Yes
HOSP10815,District General Hospital,Administration,L3,Staff Nurse,Chennai,Female,23,Bachelor's,Full-Time,On-Site,Night,15,4,3,122946,1475352,141503,1,3,2,32,Yes,15,37,360,10,3,3,19.3,High,0.8845,Yes
HOSP10816,CityCare Hospital,Radiology,L2,Radiology Technician,Mangaluru,Female,28,Bachelor's,Contract,On-Site,Rotational,10,1,11,145580,1746960,206739,2,4,4,71,Yes,10,120,45,9,2,5,20.2,Low,0.9687,Yes
HOSP10817,Apollo Hospital,Emergency,L1,Senior Nurse,Mangaluru,Male,43,Bachelor's,Full-Time,Hybrid,Day,12,9,3,117251,1407012,89627,3,5,3,61,Yes,15,80,140,8,3,4,19.0,Medium,0.9416,Yes
HOSP10818,Fortis Hospital,Outpatient,L3,Ward Assistant,Hubballi,Male,36,Diploma,Full-Time,On-Site,Night,5,5,24,38773,465276,90381,4,2,3,58,Yes,4,66,69,9,2,5,15.0,Medium,0.8575,Yes
HOSP10819,Fortis Hospital,Laboratory,L2,Data Analyst,Kochi,Female,33,Master's,Full-Time,On-Site,Rotational,0,7,29,51939,623268,90027,1,2,4,39,Yes,14,33,390,4,2,5,13.2,Medium,0.9009,Yes
HOSP10820,Fortis Hospital,General Medicine,L2,Pharmacist,Mysuru,Female,23,Bachelor's,Full-Time,On-Site,Night,20,10,23,155186,1862232,186444,2,3,4,48,Yes,6,75,271,6,0,5,39.7,Low,0.937,Yes
HOSP10821,Mangalore Medical Centre,IT,L1,Data Analyst,Bengaluru,Male,29,Diploma,Full-Time,On-Site,Rotational,18,5,19,116475,1397700,70366,3,4,1,31,Yes,3,87,55,5,1,1,7.7,Medium,0.5877,Yes
HOSP10822,Fortis Hospital,IT,L4,Senior Nurse,Mysuru,Male,34,MBBS,Part-Time,On-Site,Day,11,3,13,30818,369816,94176,3,2,4,37,Yes,15,69,308,10,3,3,8.6,High,0.817,Yes
HOSP10823,District General Hospital,Physiotherapy,L4,Senior Nurse,Kochi,Male,33,PhD,Full-Time,On-Site,Day,5,5,23,27335,328020,119667,3,3,1,78,Yes,7,105,398,4,0,4,25.9,High,0.9625,Yes
HOSP10824,Fortis Hospital,ICU,L3,Ward Assistant,Bengaluru,Male,27,MD/MS,Full-Time,On-Site,Rotational,17,7,30,73008,876096,72870,1,3,1,12,No,8,10,119,5,0,2,15.8,Medium,0.6863,No
HOSP10825,Manipal Hospital,General Medicine,L2,IT Support Engineer,Mysuru,Male,35,Diploma,Full-Time,On-Site,Day,12,7,23,89745,1076940,47387,2,4,1,53,Yes,12,111,343,3,0,4,19.3,Medium,0.9365,Yes
HOSP10826,Apollo Hospital,Pediatrics,L1,Physiotherapist,Hubballi,Female,27,MD/MS,Full-Time,On-Site,Day,6,9,6,21577,258924,183999,5,2,1,75,Yes,11,26,348,2,3,4,36.4,Low,0.9869,Yes
HOSP10827,Fortis Hospital,Nursing,L3,Billing Executive,Bengaluru,Female,58,Bachelor's,Contract,On-Site,Rotational,12,1,25,91916,1102992,9304,2,2,2,12,No,2,47,155,0,0,1,40.7,Low,0.855,No
HOSP10828,Apollo Hospital,Laboratory,L2,Billing Executive,Mangaluru,Female,54,Bachelor's,Full-Time,On-Site,Night,20,7,12,153148,1837776,244255,2,2,3,38,Yes,6,23,213,0,1,1,35.7,High,0.9399,Yes
HOSP10829,Manipal Hospital,Administration,L1,Data Analyst,Mysuru,Female,42,Diploma,Contract,On-Site,Rotational,7,5,21,77314,927768,17032,2,1,1,22,Yes,11,17,240,5,0,5,11.0,High,0.8313,Yes
HOSP10830,Manipal Hospital,Radiology,L3,Senior Nurse,Bengaluru,Male,44,MD/MS,Full-Time,On-Site,Rotational,20,1,7,59205,710460,91291,1,2,3,13,No,9,26,298,8,0,4,44.1,Medium,0.8774,Yes
HOSP10831,Apollo Hospital,Radiology,L5,Radiology Technician,Hubballi,Male,57,Bachelor's,Full-Time,On-Site,Day,16,0,22,160167,1922004,112889,1,5,1,16,No,8,53,345,7,2,3,16.7,Medium,0.6444,Yes
HOSP10832,AIIMS Mangaluru,IT,L3,Resident Doctor,Chennai,Male,21,MBBS,Full-Time,On-Site,Day,8,5,4,131583,1578996,59486,1,1,3,23,Yes,0,54,74,1,0,1,8.0,Medium,0.6376,Yes
HOSP10833,CityCare Hospital,Radiology,L3,Physiotherapist,Bengaluru,Female,30,Master's,Full-Time,On-Site,Rotational,19,6,11,102715,1232580,65552,2,1,4,57,Yes,1,119,129,8,3,1,22.7,Low,0.9153,Yes
HOSP10834,Mangalore Medical Centre,Laboratory,L5,Radiology Technician,Bengaluru,Female,36,Master's,Full-Time,Hybrid,Night,12,9,12,74680,896160,204916,1,1,4,62,Yes,15,104,168,7,3,3,32.8,Medium,0.9785,Yes
HOSP10835,AIIMS Mangaluru,Emergency,L2,Receptionist,Hubballi,Female,28,Bachelor's,Part-Time,On-Site,Day,1,4,28,46400,556800,160726,3,1,3,33,Yes,6,20,284,8,1,1,4.2,High,0.745,Yes
HOSP10836,AIIMS Mangaluru,Surgery,L3,Physiotherapist,Chennai,Male,45,MD/MS,Full-Time,On-Site,Rotational,3,9,19,125345,1504140,39244,1,3,1,50,Yes,14,58,181,3,3,3,28.7,Medium,0.9562,Yes
HOSP10837,District General Hospital,Physiotherapy,L5,Receptionist,Mysuru,Female,32,PhD,Full-Time,On-Site,Day,1,7,13,105110,1261320,137014,4,5,2,9,No,12,114,206,8,3,2,38.7,Medium,0.7464,Yes
HOSP10838,Mangalore Medical Centre,Cardiology,L1,Radiology Technician,Udupi,Male,45,Bachelor's,Part-Time,On-Site,Rotational,3,10,27,138120,1657440,50697,1,4,3,71,Yes,1,33,148,1,0,3,12.1,Low,0.9333,Yes
HOSP10839,Mangalore Medical Centre,Pharmacy,L3,Hospital Administrator,Mysuru,Male,37,PhD,Contract,On-Site,Day,17,8,17,46562,558744,126031,1,2,5,20,Yes,6,119,127,0,1,2,31.3,Low,0.8636,Yes
HOSP10840,AIIMS Mangaluru,Physiotherapy,L3,Pharmacist,Chennai,Male,46,PhD,Full-Time,Hybrid,Day,4,3,26,36510,438120,2693,1,1,2,36,Yes,0,96,87,8,3,5,18.3,Medium,0.7131,Yes
HOSP10841,Fortis Hospital,ICU,L3,IT Support Engineer,Kochi,Male,34,MD/MS,Contract,On-Site,Day,18,6,23,79608,955296,187823,1,4,5,6,No,14,57,85,9,1,5,18.9,High,0.7353,Yes
HOSP10842,District General Hospital,Emergency,L3,Radiology Technician,Hubballi,Male,56,PhD,Full-Time,Hybrid,Rotational,9,7,24,70182,842184,81098,4,3,3,12,No,2,47,163,7,1,1,13.0,High,0.4489,No
HOSP10843,District General Hospital,Physiotherapy,L4,Lab Technician,Mysuru,Male,43,MBBS,Full-Time,On-Site,Rotational,17,5,19,44883,538596,249849,5,4,1,79,Yes,14,53,72,6,2,3,28.3,High,0.9825,Yes
HOSP10844,Manipal Hospital,Administration,L4,Radiology Technician,Bengaluru,Female,26,MD/MS,Part-Time,On-Site,Rotational,20,1,3,167800,2013600,6259,1,1,5,29,Yes,4,17,147,7,2,1,16.6,Medium,0.7678,Yes
HOSP10845,Mangalore Medical Centre,IT,L1,Staff Nurse,Hubballi,Male,25,Bachelor's,Full-Time,On-Site,Night,9,6,20,29094,349128,119746,3,5,3,30,Yes,13,2,340,0,0,3,37.5,Medium,0.9031,Yes
HOSP10846,AIIMS Mangaluru,Outpatient,L4,Staff Nurse,Mangaluru,Male,45,MBBS,Full-Time,On-Site,Night,4,8,17,151479,1817748,244955,4,4,2,4,No,11,23,226,8,3,1,43.3,High,0.755,No
HOSP10847,Manipal Hospital,ICU,L2,Medical Officer,Chennai,Female,38,Diploma,Full-Time,On-Site,Day,16,4,6,30644,367728,107772,5,1,1,31,Yes,13,0,339,9,0,5,42.1,Medium,0.9381,Yes
HOSP10848,Apollo Hospital,Radiology,L2,Receptionist,Mysuru,Male,33,Master's,Part-Time,Hybrid,Night,12,1,14,103834,1246008,117928,1,1,5,15,No,10,5,235,10,0,5,7.8,High,0.6809,Yes
HOSP10849,CityCare Hospital,General Medicine,L2,Lab Technician,Hubballi,Female,34,Bachelor's,Part-Time,Hybrid,Rotational,16,3,20,126982,1523784,136014,5,2,3,72,Yes,5,18,87,8,1,1,1.1,High,0.9327,Yes
HOSP10850,District General Hospital,Administration,L2,IT Support Engineer,Mysuru,Female,48,Bachelor's,Full-Time,Hybrid,Rotational,8,2,5,70748,848976,47419,3,2,1,21,Yes,14,85,81,10,1,3,20.0,Medium,0.7998,Yes
HOSP10851,Apollo Hospital,ICU,L2,Lab Technician,Hubballi,Female,38,Bachelor's,Full-Time,On-Site,Day,11,3,15,77021,924252,102092,4,5,1,63,Yes,12,114,229,8,1,4,32.9,Medium,0.9633,Yes
HOSP10852,Apollo Hospital,Outpatient,L5,Resident Doctor,Bengaluru,Male,48,MBBS,Full-Time,On-Site,Rotational,13,9,19,80651,967812,56105,4,2,4,43,Yes,8,42,356,5,0,3,44.0,Medium,0.9402,Yes
HOSP10853,Fortis Hospital,Nursing,L3,Lab Technician,Mangaluru,Male,47,Diploma,Full-Time,On-Site,Day,13,6,23,54807,657684,196979,5,5,1,39,Yes,8,7,346,3,3,1,35.4,Low,0.9117,Yes
HOSP10854,CityCare Hospital,Radiology,L3,Resident Doctor,Mangaluru,Female,52,MD/MS,Full-Time,On-Site,Rotational,7,9,7,46669,560028,158455,1,3,3,36,Yes,2,68,389,1,0,3,26.3,Medium,0.7808,Yes
HOSP10855,Apollo Hospital,Physiotherapy,L1,Medical Officer,Kochi,Male,29,Diploma,Part-Time,On-Site,Day,4,7,27,179233,2150796,23404,2,3,2,77,Yes,13,51,71,10,0,2,1.7,High,0.975,Yes
HOSP10856,Apollo Hospital,Physiotherapy,L4,Medical Officer,Hubballi,Male,60,MBBS,Full-Time,On-Site,Night,18,0,20,156354,1876248,72656,4,2,4,15,No,7,72,135,3,0,3,37.2,High,0.7245,No
HOSP10857,CityCare Hospital,ICU,L4,Pharmacist,Mysuru,Female,52,Bachelor's,Full-Time,On-Site,Night,13,7,15,44539,534468,136774,2,3,3,42,Yes,15,46,400,6,2,5,8.4,Low,0.9075,Yes
HOSP10858,CityCare Hospital,General Medicine,L4,Billing Executive,Mangaluru,Female,40,Master's,Full-Time,On-Site,Night,8,4,27,152379,1828548,204955,4,4,3,62,Yes,12,84,84,0,2,5,3.0,Medium,0.8803,Yes
HOSP10859,Apollo Hospital,Nursing,L1,Staff Nurse,Chennai,Male,48,Bachelor's,Full-Time,On-Site,Rotational,6,6,21,35745,428940,100965,1,4,3,14,No,3,27,149,8,3,2,38.3,Medium,0.737,No
HOSP10860,CityCare Hospital,Radiology,L1,Radiology Technician,Mangaluru,Female,53,MD/MS,Contract,On-Site,Night,7,10,15,52555,630660,56332,1,4,5,43,Yes,6,45,196,2,2,3,25.7,Medium,0.8833,Yes
HOSP10861,Apollo Hospital,Outpatient,L2,Radiology Technician,Udupi,Female,24,PhD,Full-Time,On-Site,Night,13,10,2,150145,1801740,170491,4,3,5,8,No,5,3,297,3,0,4,6.2,Medium,0.3334,No
HOSP10862,Apollo Hospital,Surgery,L1,Receptionist,Udupi,Female,54,Master's,Full-Time,On-Site,Rotational,13,0,16,50683,608196,221648,5,4,2,64,Yes,7,119,182,4,2,3,17.7,Medium,0.8956,Yes
HOSP10863,Fortis Hospital,Physiotherapy,L2,Ward Assistant,Mangaluru,Male,23,Bachelor's,Full-Time,On-Site,Rotational,10,1,8,43741,524892,103182,1,5,3,43,Yes,15,87,351,2,2,5,4.3,Medium,0.8588,Yes
HOSP10864,AIIMS Mangaluru,Outpatient,L4,Ward Assistant,Hubballi,Male,46,Master's,Full-Time,On-Site,Rotational,13,0,24,171358,2056296,111395,1,1,5,19,No,5,7,171,3,0,5,28.9,Low,0.8032,Yes
HOSP10865,Apollo Hospital,Emergency,L2,Consultant Doctor,Kochi,Male,28,PhD,Full-Time,On-Site,Day,20,4,2,21599,259188,102619,3,2,5,69,Yes,3,115,369,4,3,1,13.1,Medium,0.9032,Yes
HOSP10866,Manipal Hospital,Physiotherapy,L1,Physiotherapist,Mangaluru,Female,26,Diploma,Full-Time,On-Site,Rotational,7,5,19,146513,1758156,219150,1,5,5,73,Yes,1,60,255,0,2,5,39.0,Medium,0.9521,Yes
HOSP10867,District General Hospital,Outpatient,L2,Pharmacist,Bengaluru,Male,36,MBBS,Full-Time,On-Site,Rotational,2,9,28,45293,543516,108269,3,4,2,32,Yes,6,16,177,8,0,1,16.4,Low,0.7948,Yes
HOSP10868,Mangalore Medical Centre,Pediatrics,L1,Consultant Doctor,Mysuru,Female,44,Bachelor's,Full-Time,On-Site,Night,17,8,6,33389,400668,73844,1,1,2,79,Yes,10,33,346,9,0,5,22.5,Medium,0.9862,Yes
HOSP10869,AIIMS Mangaluru,IT,L1,Consultant Doctor,Kochi,Male,59,MD/MS,Full-Time,On-Site,Night,2,7,17,30318,363816,170314,1,2,3,5,No,14,19,125,9,0,5,3.3,Medium,0.6526,No
HOSP10870,AIIMS Mangaluru,Pharmacy,L2,Senior Nurse,Bengaluru,Male,50,Diploma,Full-Time,On-Site,Night,12,6,11,21055,252660,124983,5,5,4,30,Yes,12,79,325,3,1,4,12.8,High,0.7227,Yes
HOSP10871,AIIMS Mangaluru,Laboratory,L2,Receptionist,Kochi,Female,33,Bachelor's,Contract,On-Site,Day,11,4,18,139164,1669968,34142,5,2,3,65,Yes,10,73,274,8,0,1,30.6,Medium,0.978,Yes
